ID,County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Electric Utility,Expected Price ($1k)
EV53273,Thurston,OLYMPIA,WA,98501,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC,25
EV80687,Lewis,CHEHALIS,WA,98532,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,36.6
EV40842,King,MERCER ISLAND,WA,98040,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),39
EV59140,Snohomish,BOTHELL,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,PUGET SOUND ENERGY INC,24.283
EV55332,Kitsap,PORT ORCHARD,WA,98366,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,PUGET SOUND ENERGY INC,72
EV6073,King,AUBURN,WA,98001,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),20
EV9112,King,REDMOND,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV43755,King,SEATTLE,WA,98121,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),40.9
EV50618,King,FEDERAL WAY,WA,98023,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),40.9
EV30088,King,SEATTLE,WA,98118,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),57
EV24357,Snohomish,LAKE STEVENS,WA,98258,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC,19
EV33288,Yakima,YAKIMA,WA,98901,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,,18.5
EV43476,King,BELLEVUE,WA,98007,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),21
EV69248,King,KIRKLAND,WA,98033,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),62
EV66004,Snohomish,BOTHELL,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC,57
EV6327,King,BLACK DIAMOND,WA,98010,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),18.374
EV69207,King,REDMOND,WA,98052,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),25
EV76031,San Juan,EASTSOUND,WA,98245,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,28
EV32364,King,BELLEVUE,WA,98004,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),72
EV77650,King,SEATTLE,WA,98122,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),36.6
EV71557,Snohomish,MUKILTEO,WA,98275,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV62556,King,SEATTLE,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),69
EV48352,Clark,VANCOUVER,WA,98683,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),69
EV82227,King,REDMOND,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),25
EV3553,King,MAPLE VALLEY,WA,98038,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),20
EV19295,Clark,VANCOUVER,WA,98684,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),62
EV8143,King,SEATTLE,WA,98115,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),39
EV11222,King,REDMOND,WA,98052,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),33.9
EV29109,Clallam,SEQUIM,WA,98382,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,25
EV8089,Snohomish,SNOHOMISH,WA,98290,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,PUGET SOUND ENERGY INC,27
EV62564,Snohomish,LYNNWOOD,WA,98087,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC,21
EV58066,King,SEATTLE,WA,98144,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),57
EV71400,King,NEWCASTLE,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV20748,King,MAPLE VALLEY,WA,98038,2020,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),80
EV83404,Kitsap,BAINBRIDGE ISLAND,WA,98110,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,PUGET SOUND ENERGY INC,19
EV74571,Kitsap,BAINBRIDGE ISLAND,WA,98110,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,PUGET SOUND ENERGY INC,19
EV4730,San Juan,EASTSOUND,WA,98245,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,35
EV89181,King,SEATTLE,WA,98105,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),50
EV47563,King,SEATTLE,WA,98121,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),57
EV22318,King,REDMOND,WA,98052,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),70
EV58936,Benton,KENNEWICK,WA,99338,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,33.89
EV50174,King,BELLEVUE,WA,98005,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),35
EV76519,King,REDMOND,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
EV20122,King,SEATTLE,WA,98144,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),19
EV23009,Pierce,GIG HARBOR,WA,98335,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,51.573
EV47909,Clallam,SEKIU,WA,98381,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,20
EV34898,Pierce,TACOMA,WA,98409,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,22
EV74525,King,MERCER ISLAND,WA,98040,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV1966,King,MERCER ISLAND,WA,98040,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV16011,King,SEATTLE,WA,98115,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),33
EV42878,King,SEATTLE,WA,98177,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),90
EV18405,Thurston,TUMWATER,WA,98501,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,PUGET SOUND ENERGY INC,16.365
EV28993,Pierce,LAKEWOOD,WA,98499,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,57
EV37867,King,MERCER ISLAND,WA,98040,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),35
EV13816,King,KENT,WA,98030,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),20.998
EV14427,Whatcom,BELLINGHAM,WA,98226,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,18
EV6636,Pierce,PUYALLUP,WA,98375,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,25
EV83069,King,BELLEVUE,WA,98006,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),72
EV19914,King,SAMMAMISH,WA,98029,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),16
EV69795,King,SEATTLE,WA,98112,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),34.5
EV39543,Snohomish,EVERETT,WA,98203,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,PUGET SOUND ENERGY INC,20
EV77467,King,KENT,WA,98031,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),18.5
EV56277,King,BELLEVUE,WA,98004,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),46.745
EV17559,King,RENTON,WA,98057,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),36.6
EV35574,Snohomish,EVERETT,WA,98201,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC,50
EV41296,Pierce,FOX ISLAND,WA,98333,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,33.9
EV19144,Clark,BATTLE GROUND,WA,98604,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),40
EV70474,Island,CAMANO ISLAND,WA,98282,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,69
EV69451,Kitsap,BAINBRIDGE ISLAND,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV89923,King,BELLEVUE,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
EV89420,Thurston,OLYMPIA,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC,22.857
EV9369,Clark,VANCOUVER,WA,98683,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),28
EV9430,Pierce,TACOMA,WA,98422,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,69
EV24785,Snohomish,BOTHELL,WA,98021,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,PUGET SOUND ENERGY INC,40
EV42734,Thurston,OLYMPIA,WA,98506,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC,16
EV52511,King,RENTON,WA,98059,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),20
EV39724,Pierce,TACOMA,WA,98422,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,46.5
EV65854,Snohomish,GRANITE FALLS,WA,98252,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC,33.9
EV43563,King,BELLEVUE,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
EV72408,King,KIRKLAND,WA,98033,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),90
EV18724,Snohomish,LYNNWOOD,WA,98087,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,PUGET SOUND ENERGY INC,24.283
EV29246,Thurston,OLYMPIA,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,PUGET SOUND ENERGY INC,18
EV1335,King,SEATTLE,WA,98119,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),41.78
EV35654,King,REDMOND,WA,98053,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),27
EV58211,Snohomish,LYNNWOOD,WA,98087,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC,50
EV25961,King,LAKE FOREST PARK,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV63071,King,BEAUX ARTS,WA,98004,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),33.9
EV8000,King,SEATTLE,WA,98118,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),19
EV86470,Snohomish,EVERETT,WA,98203,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,PUGET SOUND ENERGY INC,24.283
EV85427,Thurston,OLYMPIA,WA,98501,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,PUGET SOUND ENERGY INC,40
EV77671,Clark,BRUSH PRAIRIE,WA,98606,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),18
EV29121,Snohomish,SNOHOMISH,WA,98290,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC,20
EV62305,Benton,WEST RICHLAND,WA,99353,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,31.5
EV73714,King,BELLEVUE,WA,98004,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),90
EV10046,King,SEATTLE,WA,98112,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),102
EV65272,King,SEATTLE,WA,98105,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),40
EV47364,King,BELLEVUE,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV24700,Pierce,TACOMA,WA,98446,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,35
EV78288,Thurston,LACEY,WA,98513,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,PUGET SOUND ENERGY INC,20.004
EV67018,Pierce,UNIVERSITY PLACE,WA,98466,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,24.283
EV26573,King,SAMMAMISH,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV42000,King,SEATTLE,WA,98199,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),21.3
EV86819,King,BELLEVUE,WA,98004,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),85
EV31269,Clark,VANCOUVER,WA,98683,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),85
EV14144,Spokane,SPOKANE,WA,99224,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,MODERN ELECTRIC WATER COMPANY,30.8
EV1841,Pierce,LAKEWOOD,WA,98499,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,21
EV66235,Snohomish,MILL CREEK,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV12654,King,SEATTLE,WA,98133,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),69
EV6324,Klickitat,WHITE SALMON,WA,98672,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,65
EV67433,Clark,VANCOUVER,WA,98661,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),69
EV54563,King,KENT,WA,98032,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),41.78
EV39965,King,KIRKLAND,WA,98033,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),21
EV75540,King,REDMOND,WA,98052,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),16
EV58514,King,MEDINA,WA,98039,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),58
EV63549,King,FEDERAL WAY,WA,98023,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),15
EV61621,King,LAKE FOREST PARK,WA,98155,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),65
EV19533,Pierce,BONNEY LAKE,WA,98391,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),21
EV83805,King,SEATTLE,WA,98102,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11.9
EV28114,Thurston,OLYMPIA,WA,98501,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,PUGET SOUND ENERGY INC,59.979
EV45993,Kitsap,BREMERTON,WA,98311,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,PUGET SOUND ENERGY INC,31.5
EV12556,Skagit,ANACORTES,WA,98221,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,PUGET SOUND ENERGY INC,16
EV3918,Island,CLINTON,WA,98236,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,PUGET SOUND ENERGY INC,69
EV48419,Clark,VANCOUVER,WA,98665,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),69
EV61088,King,MERCER ISLAND,WA,98040,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
