ID,County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Electric Utility,Expected Price ($1k)
EV83368,King,NEWCASTLE,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV38380,Kitsap,INDIANOLA,WA,98342,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,PUGET SOUND ENERGY INC,69
EV4821,King,SEATTLE,WA,98144,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),18
EV85416,King,SEATTLE,WA,98103,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),31.5
EV59488,Clark,CAMAS,WA,98607,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),70
EV33818,King,MERCER ISLAND,WA,98040,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),98.4
EV71949,King,SEATTLE,WA,98177,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),32
EV85767,King,KIRKLAND,WA,98034,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),31.5
EV28356,Walla Walla,TOUCHET,WA,99360,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,,20
EV11871,King,TUKWILA,WA,98188,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),16.5
EV46719,King,ISSAQUAH,WA,98027,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),60
EV19768,King,SEATTLE,WA,98107,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),50
EV5414,King,KIRKLAND,WA,98033,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),41.78
EV16426,Clark,VANCOUVER,WA,98684,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),39
EV55960,Thurston,LACEY,WA,98516,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC,21
EV21199,King,KIRKLAND,WA,98034,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),13.4
EV29583,Snohomish,SULTAN,WA,98294,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,PUGET SOUND ENERGY INC,20
EV51531,King,SEATTLE,WA,98105,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),30
EV83633,King,REDMOND,WA,98053,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV52983,King,SAMMAMISH,WA,98074,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV71956,Pierce,TACOMA,WA,98403,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,30
EV6632,Stevens,COLVILLE,WA,99114,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,AVISTA CORP,20.004
EV75667,King,ISSAQUAH,WA,98029,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),70
EV3144,Thurston,LACEY,WA,98503,2015,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,PUGET SOUND ENERGY INC,11.4
EV22026,Snohomish,LAKE STEVENS,WA,98258,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,PUGET SOUND ENERGY INC,39
EV77946,King,SEATTLE,WA,98177,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),62
EV31979,Thurston,TUMWATER,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV58612,King,SEATTLE,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),69
EV69908,Pierce,TACOMA,WA,98422,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,69
EV52341,King,DUVALL,WA,98019,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
EV8217,Skagit,ANACORTES,WA,98221,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC,57
EV49750,King,BURIEN,WA,98168,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),20.004
EV40672,King,SEATTLE,WA,98107,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),50
EV57677,Spokane,OTIS ORCHARDS,WA,99027,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,54
EV61121,Kitsap,KINGSTON,WA,98346,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,PUGET SOUND ENERGY INC,50
EV37377,Pierce,LAKEWOOD,WA,98498,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,22.2
EV86429,King,LAKE FOREST PARK,WA,98155,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),39
EV31769,Spokane,CHENEY,WA,99004,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,41.78
EV83195,King,SEATTLE,WA,98107,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),17
EV91434,King,REDMOND,WA,98053,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),18.86
EV38878,King,BOTHELL,WA,98011,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),65
EV17623,Snohomish,SNOHOMISH,WA,98290,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,PUGET SOUND ENERGY INC,10.042
EV88377,King,SEATTLE,WA,98126,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),65
EV28443,King,SEATTLE,WA,98112,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),18
EV25217,King,RENTON,WA,98059,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),38
EV54740,Snohomish,MUKILTEO,WA,98275,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,PUGET SOUND ENERGY INC,51.573
EV42027,King,SEATTLE,WA,98125,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),50
EV24179,King,BELLEVUE,WA,98008,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV90839,Clallam,PORT ANGELES,WA,98363,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,57
EV39619,Snohomish,EVERETT,WA,98203,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV22005,King,SEATTLE,WA,98105,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),46.745
EV35722,King,SEATTLE,WA,98116,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),52.9
EV7340,Snohomish,MUKILTEO,WA,98275,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,PUGET SOUND ENERGY INC,15
EV60500,King,SEATTLE,WA,98122,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),34.5
EV87085,Mason,UNION,WA,98592,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,16
EV75893,Snohomish,SNOHOMISH,WA,98296,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC,50
EV45694,Lewis,TOLEDO,WA,98591,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,21
EV69813,King,SAMMAMISH,WA,98075,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV24293,King,SEATTLE,WA,98199,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),20.004
EV12874,King,KIRKLAND,WA,98034,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),60
EV75208,King,NORMANDY PARK,WA,98166,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),25.004
EV71846,King,BELLEVUE,WA,98005,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),65
EV82956,King,SEATTLE,WA,98103,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),25.004
EV30903,Kitsap,SUQUAMISH,WA,98392,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC,33.9
EV26017,Pierce,GIG HARBOR,WA,98335,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,36.6
EV35610,King,SEATTLE,WA,98144,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),17
EV46515,Clallam,SEQUIM,WA,98382,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,25
EV46608,King,NEWCASTLE,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV14284,Clark,BATTLE GROUND,WA,98604,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),18
EV4188,Snohomish,BOTHELL,WA,98012,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,PUGET SOUND ENERGY INC,15.5
EV67998,King,AUBURN,WA,98092,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV31560,King,MERCER ISLAND,WA,98040,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),20
EV51992,Kitsap,BAINBRIDGE ISLAND,WA,98110,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,PUGET SOUND ENERGY INC,41.78
EV73356,Lewis,CHEHALIS,WA,98532,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,25
EV90440,Pierce,TACOMA,WA,98409,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,69
EV78946,King,KENT,WA,98032,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),57
EV41482,King,DUVALL,WA,98019,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),25
EV84208,King,KENMORE,WA,98028,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),38
EV48793,Island,LANGLEY,WA,98260,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC,69
EV5038,King,SEATTLE,WA,98146,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),16
EV83601,Island,GREENBANK,WA,98253,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,PUGET SOUND ENERGY INC,62
EV21772,Snohomish,STANWOOD,WA,98292,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,PUGET SOUND ENERGY INC,59.979
EV73364,Whatcom,BELLINGHAM,WA,98229,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,7
EV18135,King,WOODINVILLE,WA,98077,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),70
EV81130,Spokane,SPOKANE,WA,99208,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,20
EV52873,King,REDMOND,WA,98053,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV45929,Spokane,MEDICAL LAKE,WA,99022,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,102
EV48243,King,REDMOND,WA,98052,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),18
EV23662,Whatcom,BELLINGHAM,WA,98225,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,18
EV71717,Pierce,TACOMA,WA,98406,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,16
EV47716,King,SEATTLE,WA,98103,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),13.4
EV70646,King,REDMOND,WA,98053,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),35
EV4051,Thurston,OLYMPIA,WA,98501,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,PUGET SOUND ENERGY INC,21
EV65610,King,RENTON,WA,98059,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),60
EV72110,Snohomish,MOUNTLAKE TERRACE,WA,98043,2019,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,PUGET SOUND ENERGY INC,22
EV46218,King,SEATTLE,WA,98105,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),51.573
EV51658,Walla Walla,WAITSBURG,WA,99361,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,,20
EV70837,Thurston,OLYMPIA,WA,98512,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,PUGET SOUND ENERGY INC,27.2
EV2658,King,SHORELINE,WA,98177,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),72
EV55139,King,SEATTLE,WA,98105,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),19
EV8432,Kitsap,BAINBRIDGE ISLAND,WA,98110,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,PUGET SOUND ENERGY INC,30
EV38824,Snohomish,ARLINGTON,WA,98223,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,PUGET SOUND ENERGY INC,69
EV8701,Snohomish,BOTHELL,WA,98012,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,PUGET SOUND ENERGY INC,46.5
EV49349,Spokane,SPOKANE,WA,99204,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,MODERN ELECTRIC WATER COMPANY,72
EV45926,King,MERCER ISLAND,WA,98040,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),65
EV31794,Whatcom,BELLINGHAM,WA,98229,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,19
EV3766,King,MEDINA,WA,98039,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),32.1
EV44515,Cowlitz,CASTLE ROCK,WA,98611,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,25
EV21149,King,KIRKLAND,WA,98033,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV2354,King,BELLEVUE,WA,98008,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),18
EV27685,Clark,VANCOUVER,WA,98684,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),20
EV78285,Lewis,CHEHALIS,WA,98532,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,16.365
EV63106,King,KIRKLAND,WA,98034,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),72
EV5374,King,RENTON,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),50
EV32886,Pierce,FIRCREST,WA,98466,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,35
EV29871,Spokane,SPOKANE,WA,99223,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,MODERN ELECTRIC WATER COMPANY,28
EV7139,Clark,VANCOUVER,WA,98686,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),27
EV60938,Snohomish,MARYSVILLE,WA,98270,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,PUGET SOUND ENERGY INC,16
EV52913,King,KIRKLAND,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),69
EV91047,King,SHORELINE,WA,98133,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),25.004
EV14852,Snohomish,LYNNWOOD,WA,98037,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,PUGET SOUND ENERGY INC,19
EV4334,Pierce,TACOMA,WA,98404,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,30
EV20303,King,SEATTLE,WA,98126,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),50
EV59787,King,SEATTLE,WA,98116,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),57
EV11095,King,SEATTLE,WA,98103,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),90
